objectid,originalfilename,filename,title,originaltitle,tributary,description,creator,callnumber,itemnumber,collectionname,repository,date,archivaldate,subject,damspace,damtime,submerged,location,latitude,longitude,sourcelink,format,type,language,display_template,object_location,image_small,image_thumb
sediment160,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/13413/default.jpg?highlightTerms=algae,sediment160.jpg,Green algae,"Warm Creek Canyon- green algae details, 6-1-59.",,,"Fretwell, James H.",NAU.PH.98.6.318,17514,"Fretwell, Stretch"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1959-1962,sediment; biota; algae,Above Dam,,,Glen Canyon; Warm Creek Canyon,37.06482473,-111.4431013,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/13413/rec/4,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment160.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment160_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment160_th.jpg
sediment161,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9720/default.jpg,sediment161.jpg,Cross-bedding in sedimentary sandstone,[Cross-bedding in sedimentary rock. This image appears in Tad's Glen Canyon book on page 56.].,/atmosphere/#twin-warriors,,"Nichols, Tad",NAU.PH.99.3.1.33.46,28861,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; wind; atmosphere,Above Dam,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9720/rec/6,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment161.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment161_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment161_th.jpg
sediment162,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16648/default.jpg,sediment162.jpg,Hand prints on cliff wall,[Close-up of hand prints on cliff wall.],/humans/#presence-of-absence,,"Nichols, Tad",NAU.PH.99.3.1.65.47,26868,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1983,1983,sediment; humans; art; tracks,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16648/rec/3,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment162.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment162_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment162_th.jpg
sediment163,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16651/default.jpg?highlightTerms=hand%20prints,sediment163.jpg,Tad Nichols compares his hand with prints on a cliff wall,[Tad comparing his hand with hand prints on cliff wall.],/humans/#presence-of-absence,,"Nichols, Tad",NAU.PH.99.3.1.65.48,26869,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1983,1983,sediment; humans; art; tracks; Tad Nichols,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16651/rec/4,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment163.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment163_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment163_th.jpg
sediment164,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/22950/rec/2,sediment164.jpg,Powell's second expedition preparing to launch from Green River Station in 1871,"Powell's second expedition ready to start from just below Union Pacific Railway Bridge at Green River Station, Wyoming, 1871 [Left to Right: Canonita (boat) - E.O. Beaman, Andy Hattan, Walter Clement 'Clem' Powell; Emma Dean (boat) - Stephen Vandiver Jones, John K. 'Jack' Hillers, Major John Wesley Powell, Frederick S. Dellenbaugh; Nellie Powell (boat) - Almon Harris Thompson, John F. Steward, Francis Marion Bishop, Frank Richardson].",/humans/#palimpsests,,"Beaman, E. O.",NAU.PH.268.3.1,81101,"Beaman, E. O."," Special Collections and Archives, Cline Library, Northern Arizona University.",1871,1871-1872,humans; Powell; exploration,,,,Green River,41.52639509,-109.4754631,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/22950/rec/2,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment164.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment164_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment164_th.jpg
sediment165,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/21847/default.jpg,sediment165.jpg,Powell's inscription carved at Music Temple in 1871,"J.W. Powell inscription carved at Music Temple during the second expedition, 1871. Glen Canyon, river mile 75.8.",,,"Eiseman, Margaret",NAU.PH.2004.8.1.117.6,54174,"Eiseman, Margaret"," Special Collections and Archives, Cline Library, Northern Arizona University.",1967,1956-1958,humans; Powell; inscription; tracks,Above Dam,Pre-Dam,,Glen Canyon,37.09276,-110.551499,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/21847/rec/174,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment165.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment165_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment165_th.jpg
sediment166,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/22936/default.jpg,sediment166.jpg,Mudstone erosion,Mudstone erosion. Hall's Cr. [Hall's Crossing].,,,"Nichols, Tad",NAU.PH.99.3.1.62.11,24746,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1976,1976,sediment; land; erosion,Above Dam,,,Glen Canyon; Hall's Crossing,37.45896848,-110.7147633,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/22936/rec/1822,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment166.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment166_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment166_th.jpg
sediment167,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/21603/default.jpg,sediment167.jpg,Car tracks across sandstone,Car and tracks across sandstone [constructed title].,,,"Nichols, Tad",NAU.PH.99.3.7.11.49,67334,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1954,1953-1955,sediment; tracks; humans,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/21603/rec/1949,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment167.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment167_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment167_th.jpg
sediment168,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10093/default.jpg,sediment168.jpg,Mud cracks,Mud cracks. 'We Three' Trip - September/October 1955.[constructed title],,,"Nichols, Tad",NAU.PH.99.3.1.8.54,29611,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,sediment; mud; land,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10093/rec/2140,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment168.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment168_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment168_th.jpg
sediment169,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/22583/default.jpg,sediment169.jpg,Potential coprolite specimen,"[Rock formation, geological specimen (coprolite?) in Glen Canyon.]",,,"Nichols, Tad",NAU.PH.99.3.1.19.35,22937,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1960,sediment; biota,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/22583/rec/2302,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment169.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment169_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment169_th.jpg
sediment170,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16642/default.jpg,sediment170.jpg,Liesegang rings,[Geology - Glen Canyon.],,"Coprolites are fossilized feces and are considered trace fossils as they disclose clues about an animal's diet, health, and behavior. ","Nichols, Tad",NAU.PH.99.3.1.65.115,43502,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1983,1983,sediment; land; water,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16642/rec/2537,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment170.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment170_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment170_th.jpg
sediment171,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9361/default.jpg,sediment171.jpg,Light and ripples on water,[Light and ripples on water] [This image appears in Tad's Glen Canyon book on page 150.].,,It is unclear exactly how liesegang rings (sometimes called fish eyes) are formed. Scientists suspect ground water that is rich in iron oxides the rock as it precipitates through porous sandstone. ,"Nichols, Tad",NAU.PH.99.3.1.11.142,20664,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,water; river,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9361/rec/129,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment171.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment171_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment171_th.jpg
sediment172,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/22809/default.jpg,sediment172.jpg,Shore birds at Lake Powell,[Shore birds at Lake Powell; this image appears in Tad's Glen Canyon book on page 33].,,,"Nichols, Tad",NAU.PH.99.3.1.29.13,26889,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1963,1963,biota; birds,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/22809/rec/138,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment172.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment172_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment172_th.jpg
sediment173,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10596/default.jpg,sediment173.jpg,Glen Canyon Dam construction site,[Glen Canyon Dam construction site.],,,"Nichols, Tad",NAU.PH.99.3.1.18.126,24052,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1960,sediment; dam; infrastructure; humans,,,,Glen Canyon; Glen Canyon Dam,36.93783859,-111.4838413,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10596/rec/216,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment173.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment173_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment173_th.jpg
sediment174,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/11207/default.jpg,sediment174.jpg,Abandoned gold-mining equipment from Stanton's operation  ,[Hoskininni (Stanton) dredge - Abandoned gold-mining equipment in river.],,,"Nichols, Tad",NAU.PH.99.3.1.18.1,23748,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1960,sediment; infrastructure; mining; humans,,,,Glen Canyon; Stanton Canyon,37.56166554,-110.6313962,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/11207/rec/256,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment174.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment174_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment174_th.jpg
sediment175,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/11208/default.jpg,sediment175.jpg,Abandoned gold-mining equipment from Stanton's operation  ,[Hoskininni (Stanton) dredge - Abandoned gold-mining equipment in river.],,,"Nichols, Tad",NAU.PH.99.3.1.18.2,23749,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1960,sediment; infrastructure; mining; humans,,,,Glen Canyon; Stanton Canyon,37.56166554,-110.6313962,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/11208/rec/259,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment175.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment175_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment175_th.jpg
sediment176,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9709/default.jpg,sediment176.jpg,Dune slumping into lake,Big dune slumping into lake [at Escalante].,,,"Nichols, Tad",NAU.PH.99.3.1.33.59,28867,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; erosion; land,,,,Glen Canyon; Escalante Canyon,37.38602994,-110.9159012,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9709/rec/331,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment176.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment176_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment176_th.jpg
sediment177,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/8836/default.jpg,sediment177.jpg,Glen Canyon land formations,[Glen Canyon/Lake Powell August 1964] SE from Mile 82.5 8-4-64.,,,"Reilly, P. T.",NAU.PH.97.46.150.53,8530,"Reilly, P.T."," Special Collections and Archives, Cline Library, Northern Arizona University.",1964,1964,sediment; land,,,,Glen Canyon,37.22013991,-110.8797051,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/8836/rec/535,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment177.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment177_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment177_th.jpg
sediment178,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10096/default.jpg,sediment178.jpg,Lines of river levels in stabilized sand,Lines of river levels in stabilized sand. 'We Three' Trip - September/October 1955.,,,"Nichols, Tad",NAU.PH.99.3.1.8.45,29603,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,sediment; water;,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10096/rec/2158,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment178.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment178_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment178_th.jpg
sediment179,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9334/default.jpg,sediment179.jpg,River and cliffs in Glen Canyon,[River and cliffs in Glen Canyon - Cloud bank over cliffs],,,"Nichols, Tad",NAU.PH.99.3.1.27.85,17743,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1962,1962,sediment; land; strata,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9334/rec/2256,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment179.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment179_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment179_th.jpg
sediment180,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/11659/default.jpg,sediment180.jpg,Water and light,[Water and light.],,,"Nichols, Tad",NAU.PH.99.3.1.60.39,26350,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1973,1973,water,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/11659/rec/2715,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment180.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment180_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment180_th.jpg
sediment181,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/12622/default.jpg,sediment181.jpg,Ripples in mud,[Ripples in mud.],,,"Nichols, Tad",NAU.PH.99.3.1.46.31,19142,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1969,1969,sediment; mud; land,,,,Glen Canyon,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/12622/rec/2763,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment181.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment181_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment181_th.jpg
sediment182,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16730/default.jpg,sediment182.jpg,Labyrinth Canyon,[Labyrinth Canyon.],,,"Nichols, Tad",NAU.PH.99.3.1.9.116,20138,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1956,1956,sediment; land,,,,Glen Canyon; Labyrinth Canyon,37.00546714,-111.3073835,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16730/rec/613,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment182.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment182_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment182_th.jpg
